congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id,is_returned,is_meal
MARIA HELENA,64960.0,6.0,2015.0,RR,MDB,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERC SENAC,33469172000672,224649,0,2016-03-29T00:00:00,13.8,0.0,13.8,3,2016,0,,,1276562,[None],0.0,1607,5953593,True,True
VIEIRA DA CUNHA,141400.0,514.0,2011.0,RS,PDT,53,13,Congressperson meal,0,,DOM FRANCISCO LTDA,3327191000270,006882,0,2010-03-17T00:00:00,140.6,0.0,140.6,3,2010,0,,,462584,[None],0.0,1950,1806165,True,True
RONALDO ZULKE,160594.0,515.0,2011.0,RS,PT,54,13,Congressperson meal,0,,CONFRARIA CHICO MINEIRO,11999092000181,1013,0,2012-12-19T00:00:00,58.85,0.0,58.85,12,2012,0,,,656642,[None],0.0,2303,2455304,True,True
KEIKO OTA,160659.0,356.0,2015.0,SP,PSB,55,13,Congressperson meal,0,,COMIDAS REGIONAIS DO BRASIL LTDA.,5233063000101,52113,0,2015-06-30T00:00:00,39.2,0.0,39.2,6,2015,0,,,1211855,[None],0.0,2261,5744298,True,True
MARCELO AGUIAR,160660.0,522.0,2015.0,SP,DEM,54,13,Congressperson meal,0,,BAR E LANCHONETE OS DANTAS,8363481000101,4099,0,2014-06-11T00:00:00,100.0,0.0,100.0,7,2014,0,,,1125849,[None],0.0,2346,5457964,True,True
ESPERIDIÃO AMIN,160649.0,471.0,2015.0,SC,PP,54,13,Congressperson meal,0,,RESTAURANTE E LANCHONETE CAROLINE LTDA,5673425000185,038275,0,2013-08-23T00:00:00,57.0,0.0,57.0,8,2013,0,,,1053675,[None],0.0,2413,5203259,True,True
RONALDO NOGUEIRA,163321.0,517.0,2015.0,RS,PTB,54,13,Congressperson meal,0,,COML BUFFON COMB E TRANSPS LTDA - BUFFON 41,93489243004103,649473,0,2011-08-22T00:00:00,8.11,0.0,8.11,8,2011,0,,,559777,[None],0.0,2428,2144210,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,54,13,Congressperson meal,0,,LOJA DE CONV. PÃES E DOCES TRIGO DE OURO LTDA.,10144153000166,035896,0,2014-04-04T00:00:00,33.15,0.0,33.15,4,2014,0,,,1109679,[None],0.0,1947,5400698,True,True
DR. PAULO CÉSAR,147975.0,296.0,2011.0,RJ,PR,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COM.  SENAC,33469172001644,039153,0,2011-12-07T00:00:00,41.0,0.0,41.0,12,2011,0,,,582106,[None],0.0,1982,2219529,True,True
JOÃO ARRUDA,160573.0,455.0,2015.0,PR,MDB,54,13,Congressperson meal,0,,RESTAURANTE MASTER GRILLS VILLAS,4914769000257,2281,0,2011-02-07T00:00:00,20.0,0.0,20.0,2,2011,0,,,519230,[None],0.0,2363,2007319,True,True
MAGDA MOFATTO,166402.0,431.0,2019.0,GO,PR,54,13,Congressperson meal,0,,PRIGO COMERCIAL DE ALIMENTOS LTDA,8466876000130,3294,0,2011-08-23T00:00:00,61.0,0.0,61.0,8,2011,0,,,560538,[None],0.0,2437,2161560,True,True
TONINHO PINHEIRO,160611.0,264.0,2015.0,MG,PP,54,13,Congressperson meal,0,,SERVIÇO NAC. DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,012678,0,2013-02-05T00:00:00,43.7,0.0,43.7,2,2013,0,,,1004805,[None],0.0,2285,5019760,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,54,13,Congressperson meal,0,,VERA LUCIA FRANCISCA FERREIRA EUSTAQUIO EPP,4961989000150,061275,0,2013-04-30T00:00:00,31.21,0.0,31.21,4,2013,0,,,1031543,[None],0.0,1947,5119054,True,True
JORGE SOLLA,178857.0,204.0,2019.0,BA,PT,55,13,Congressperson meal,0,,SERV. NAC. DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,140639,0,2015-05-13T00:00:00,8.7,0.0,8.7,5,2015,0,,,1192677,[None],0.0,2938,5684478,True,True
ANDRÉ FIGUEIREDO,133439.0,89.0,2019.0,CE,PDT,54,13,Congressperson meal,0,,POBRE JUAN RESTAURANTE GRILL LTDA,6276203000434,059519,0,2013-04-27T00:00:00,135.6,0.0,135.6,4,2013,0,,,1025972,[None],0.0,1748,5097941,True,True
JOÃO CARLOS BACELAR,141458.0,187.0,2019.0,BA,PR,53,13,Congressperson meal,0,,TOKAI IGUATEMI COMÉRCIO DE ALIMENTOS LTDA,7702173000109,7948,0,2009-12-13T00:00:00,55.22,0.0,55.22,12,2009,0,,,443735,[None],0.0,1856,1742273,True,True
NEWTON LIMA,160657.0,377.0,2011.0,SP,PT,54,13,Congressperson meal,0,,LA PANETTERIA LTDA,26999441000132,089017,0,2012-03-15T00:00:00,17.85,1.0,16.85,3,2012,0,,,600260,[None],0.0,2268,2277738,True,True
CELSO MALDANER,141405.0,472.0,2019.0,SC,MDB,53,13,Congressperson meal,0,,RESTAURANTE E LANCHONETE REX LTDA,80654163000127,116791,0,2010-05-10T00:00:00,29.0,0.0,29.0,5,2010,0,,,472889,[None],0.0,1798,1842943,True,True
JOÃO CAMPOS,74366.0,418.0,2019.0,GO,PRB,54,13,Congressperson meal,0,,CLIPPER COMERCIAL LTDA,26435685000192,023844,0,2011-03-16T00:00:00,40.22,0.0,40.22,3,2011,0,,,529819,[None],0.0,1671,2043523,True,True
EDUARDO CURY,178977.0,353.0,2019.0,SP,PSDB,55,13,Congressperson meal,0,,JIN JIN WOK - Cleveland Barbosa Bernardes EPP,11939627000129,250453,0,2017-04-20T00:00:00,26.31,0.0,26.31,4,2017,0,,,1376853,[None],0.0,2982,6263448,True,True
JARBAS VASCONCELOS,131943.0,147.0,2015.0,PE,MDB,55,13,Congressperson meal,0,,GOLLOG,7575651000906,1139,0,2016-03-14T00:00:00,20.0,0.0,20.0,3,2016,0,,,1275872,[None],0.0,2908,5950176,True,True
JOSÉ AIRTON FÉLIX CIRILO,141464.0,101.0,2019.0,CE,PT,55,13,Congressperson meal,0,,PÃO DA VIDA PADARIA & CAFÉ LTDA ME,24382712000180,015,0,2016-11-04T00:00:00,57.75,0.0,57.75,11,2016,0,,,1336516,[None],0.0,1860,6142920,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,55,13,Congressperson meal,0,,TEJO RESTAURANTE,23881185000196,2575,0,2016-08-25T00:00:00,87.0,0.0,87.0,8,2016,0,,,1318286,[None],0.0,116,6085747,True,True
SEVERINO NINHO,167614.0,573.0,2015.0,PE,PSB,54,13,Congressperson meal,0,,NATURETTO RESTAURANTE NATURAL,984060000277,032180,0,2012-04-18T00:00:00,19.74,0.0,19.74,4,2012,0,,,607951,[None],0.0,2468,2302313,True,True
CELSO JACOB,73568.0,537.0,2015.0,RJ,MDB,54,13,Congressperson meal,0,,PAULO OCTAVIO HOTEIS E TURISMO LTDA,26418749000147,006173,0,2013-08-07T00:00:00,38.5,0.0,38.5,8,2013,0,,,1047825,[None],0.0,1467,5180817,True,True
CELIA ROCHA,160624.0,165.0,2011.0,AL,PTB,54,13,Congressperson meal,0,,MC DONALDS,37505757000902,417302,0,2011-05-09T00:00:00,9.75,0.0,9.75,5,2011,0,,,537982,[None],0.0,2319,2070062,True,True
PERPÉTUA ALMEIDA,73943.0,58.0,2019.0,AC,PCdoB,53,13,Congressperson meal,0,,HOLIDAY INN PARQUE ANHEMBI,6098102000178,000236,0,2009-11-05T00:00:00,84.7,0.0,84.7,11,2009,0,,,438436,[None],0.0,1645,1724640,True,True
JOSÉ LINHARES,74297.0,96.0,2011.0,CE,PP**,54,13,Congressperson meal,0,,COCO BAMBU SELF SERVICE,10294313000153,115452,0,2012-06-30T00:00:00,18.58,0.0,18.58,6,2012,0,,,621446,[None],0.0,620,2347443,True,True
DR.TALMIR,141550.0,347.0,2007.0,SP,PV,53,13,Congressperson meal,0,,BAUERHAUS CAFETERIA COMERCIO LTDA,1946408000113,3154,0,2009-08-03T00:00:00,33.0,0.0,33.0,8,2009,0,,,415663,[None],0.0,1814,1647411,True,True
RICARDO TEOBALDO,178920.0,157.0,2019.0,PE,PODE,55,13,Congressperson meal,0,,SENAC - COMP. ADM. CAM. DEP. ANEXO IV 10º ANDAR,33469172001644,037022,0,2015-08-19T00:00:00,52.83,0.0,52.83,8,2015,0,,,1220164,[None],0.0,3012,5771948,True,True
POMPEO DE MATTOS,73486.0,516.0,2019.0,RS,PDT,53,13,Congressperson meal,0,,BATISTA FONTANA,92528843000183,11899,0,2010-09-23T00:00:00,150.0,0.0,150.0,9,2010,0,,,503004,[None],0.0,1458,1954660,True,True
MAGDA MOFATTO,166402.0,431.0,2019.0,GO,PR,55,13,Congressperson meal,0,,CENTRAL PARK RESTAURANTE E EVENTOS LTDA ME,10580005000356,047340,0,2015-04-15T00:00:00,27.85,0.0,27.85,4,2015,0,,,1183921,[None],0.0,2437,5657414,True,True
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,55,13,Congressperson meal,0,,PONTO GRIL,9524317000100,112831,0,2015-05-31T00:00:00,46.47,0.0,46.47,5,2015,0,,,1201894,[None],0.0,2340,5712248,True,True
JAIR BOLSONARO,74847.0,302.0,2015.0,RJ,PSL,55,13,Congressperson meal,0,,ASS DOS SERVIDORES DA CAMARA DOS DEPUTADOS,679365000194,28627,4,2018-05-15T00:00:00,19.75,0.0,19.75,5,2018,0,,,1494646,[None],0.0,731,6579909,True,True
FRANCISCO PRACIANO,141438.0,41.0,2011.0,AM,PT,54,13,Congressperson meal,0,,RESTAURANTE MARAMBAIA,1387407000186,20915,0,2012-03-27T00:00:00,60.8,0.0,60.8,3,2012,0,,,601773,[None],0.0,1913,2282948,True,True
RENATO MOLLING,141527.0,511.0,2015.0,RS,PP,55,13,Congressperson meal,0,,SINPETAXI,31708000100,2340,1,2015-07-02T00:00:00,60.0,0.0,60.0,7,2015,0,,,1208835,[None],0.0,1922,5734562,True,True
DANILO FORTE,62881.0,95.0,2015.0,CE,PSDB,55,13,Congressperson meal,0,,HAROLDO EUCLIDES DE ARAUJO ME,10748546000189,211279,0,2017-06-22T00:00:00,25.0,0.0,25.0,6,2017,0,,,1398827,[None],0.0,2227,6321600,True,True
ZÉ CARLOS,178889.0,86.0,2019.0,MA,PT,55,13,Congressperson meal,0,,A B MELLO,12140361000112,4347,4,2018-01-25T00:00:00,70.1,0.0,70.1,1,2018,0,,,1464554,[None],0.0,3031,6501723,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,55,13,Congressperson meal,0,,RGB RESTAUTANTES LTDA.,62505847001823,18516,0,2016-01-10T00:00:00,99.06,16.56,82.5,1,2016,0,,,1257256,[None],0.0,116,5892794,True,True
RONALDO BENEDET,160515.0,484.0,2015.0,SC,MDB,54,13,Congressperson meal,0,,SENAC GASTRONOMIA,33469172001644,036680,0,2011-03-17T00:00:00,32.0,0.0,32.0,3,2011,0,,,528609,[None],0.0,2354,2039948,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERC SENAC,33469172000672,062219,0,2013-03-19T00:00:00,5.0,0.0,5.0,3,2013,0,,,1015880,[None],0.0,1010,5058294,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,54,13,Congressperson meal,0,,IRMÃOS STAKONSKI,880498000124,268491,0,2013-07-23T00:00:00,7.5,0.0,7.5,7,2013,0,,,1047997,[None],0.0,2243,5181290,True,True
FRANCISCO TENÓRIO,141467.0,607.0,2011.0,AL,PMN,53,13,Congressperson meal,0,,FAMILY EI ALIMENTAÇOES LTDA,5432924000261,125592,0,2010-04-17T00:00:00,52.61,22.37,30.24,4,2010,0,,,468434,[None],0.0,1839,1826358,True,True
EDINHO BEZ,73793.0,532.0,2015.0,SC,MDB,53,13,Congressperson meal,0,,AUTO POSTO CATARINÃO LTDA,78879996000144,38833,0,2010-05-30T00:00:00,50.0,0.0,50.0,5,2010,0,,,477277,[None],0.0,1005,1859182,True,True
ANDRÉ ZACHAROW,74377.0,441.0,2011.0,PR,PMDB,53,13,Congressperson meal,0,,ABARÉ PIZZA BAR LTDA,2834073000104,51065,0,2010-02-19T00:00:00,95.0,0.0,95.0,2,2010,0,,,461268,[None],0.0,1536,1801706,True,True
LEÔNIDAS CRISTINO,74299.0,96.0,2019.0,CE,PDT,55,13,Congressperson meal,0,,SENAC,33469172001644,047904,0,2016-03-16T00:00:00,55.69,0.0,55.69,3,2016,0,,,1273608,[None],0.0,1083,5943384,True,True
CARMEN ZANOTTO,164360.0,477.0,2019.0,SC,PPS,54,13,Congressperson meal,0,,BATTISTELLA RESTAURANTE,3570987000178,027472,0,2014-01-07T00:00:00,26.9,0.0,26.9,1,2014,0,,,1101480,[None],0.0,2433,5371773,True,True
BENE CAMACHO,156634.0,601.0,2007.0,MA,PTB,53,13,Congressperson meal,0,,PEIXADINHA BAIANA,7202950000148,1135,0,2010-03-08T00:00:00,50.0,0.0,50.0,3,2010,0,,,459657,[None],0.0,2012,1796570,True,True
JOSÉ GENOÍNO,73540.0,617.0,2011.0,SP,PT,54,13,Congressperson meal,0,,NATURETTO RESTAURANTE,15148035000140,064972,0,2013-05-09T00:00:00,21.78,0.0,21.78,5,2013,0,,,1029471,[None],0.0,348,5110459,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE  APRENDIZAGEM COMERCIAL SENAC,33469172001644,017445,0,2013-11-14T00:00:00,46.56,0.0,46.56,11,2013,0,,,1072687,[None],0.0,116,5272903,True,True
JOÃO FERNANDO COUTINHO,178917.0,149.0,2015.0,PE,PROS,55,13,Congressperson meal,0,,INTERNACIONAL MEAL COMPANY ALIMENTAÇÃO S.A,17314329004460,135061,0,2015-07-14T00:00:00,22.7,0.0,22.7,7,2015,0,,,1210869,[None],0.0,3006,5740631,True,True
CARLOS EDUARDO CADOCA,74474.0,530.0,2015.0,PE,PDT,54,13,Congressperson meal,0,,DOM FRANCISCO RESTAURANTE LTDA.,3327191000199,62601,0,2012-12-19T00:00:00,200.0,0.0,200.0,12,2012,0,,,1001446,[None],0.0,1325,5006545,True,True
ADÉRMIS MARINI,196359.0,596.0,2015.0,SP,PSDB,55,13,Congressperson meal,0,,TAIOBA SELF-SERVICE LTDA-EPP,3346671000954,25847,0,2017-05-18T00:00:00,44.92,0.0,44.92,5,2017,0,,,1388420,[None],0.0,3165,6291366,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,54,13,Congressperson meal,0,,LAGO AZUL RESTAURANTE LTDA EPP I,5090093000106,27899,0,2011-07-06T00:00:00,216.7,108.35,108.35,7,2011,0,,,550354,[None],0.0,1010,2118542,True,True
CARLAILE PEDROSA,160585.0,222.0,2011.0,MG,PSDB,54,13,Congressperson meal,0,,PIZZA HUT D E A ALIMENTOS LTDA,6061283000249,067303,0,2011-09-01T00:00:00,34.9,0.0,34.9,9,2011,0,,,563943,[None],0.0,2297,2158677,True,True
POMPEO DE MATTOS,73486.0,516.0,2019.0,RS,PDT,55,13,Congressperson meal,0,,CHURRASCARIA PARADOURO 22,10582010000136,071216,0,2015-11-03T00:00:00,43.0,0.0,43.0,11,2015,0,,,1252759,[None],0.0,1458,5878040,True,True
DR. SINVAL MALHEIROS,178830.0,351.0,2015.0,SP,PODE,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL  - SENAC,33469172001644,088855,0,2016-08-02T00:00:00,52.19,0.0,52.19,8,2016,0,,,1310841,[None],0.0,2887,6062167,True,True
MARCOS ROGÉRIO,167722.0,49.0,2015.0,RO,DEM,54,13,Congressperson meal,0,,RESTAURANTE MANGAI,3247760000277,2419,0,2012-09-09T00:00:00,91.13,0.0,91.13,2,2012,0,,,592225,[None],0.0,2473,2251827,True,True
EDIVALDO HOLANDA JUNIOR,160616.0,73.0,2011.0,MA,PTC,54,13,Congressperson meal,0,,NUTRIR SAUDÁVEL COMÉRCIO DE ALIMENTOS LTDA.,11984247000106,036558,0,2011-07-04T00:00:00,25.3,0.0,25.3,7,2011,0,,,549606,[None],0.0,2304,2109968,True,True
ARNALDO JORDY,160602.0,18.0,2015.0,PA,PPS,55,13,Congressperson meal,0,,K F CINTRA E CIA LTDA.,9074930000164,001467,0,2015-07-11T00:00:00,68.5,0.0,68.5,7,2015,0,,,1212153,[None],0.0,2341,5745443,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,13,Congressperson meal,0,,COZUMEL ALIMENTOS LTDA,38927240000109,027129,0,2012-07-20T00:00:00,37.0,0.0,37.0,7,2012,0,,,627240,[None],0.0,116,2365634,True,True
MÁRCIO MARINHO,150418.0,212.0,2019.0,BA,PRB,53,13,Congressperson meal,0,,CHURRASCARIA CHARRETE LTDA,3836463000186,42730,0,2011-01-15T00:00:00,110.0,0.0,110.0,1,2011,0,,,515253,[None],0.0,1987,1993855,True,True
BOHN GASS,160538.0,499.0,2019.0,RS,PT,55,13,Congressperson meal,0,,Churrascaria Sobradinho - Miguelina Edeli da Rosa,8951012000103,11056,0,2018-08-02T00:00:00,22.0,0.0,22.0,8,2018,0,,,1521409,[None],0.0,2405,6648056,True,True
CIRO NOGUEIRA,74313.0,112.0,2007.0,PI,PP**,53,13,Congressperson meal,0,,POUSADA ZÉ MARIA LTDA,4938406000170,03206,0,2009-07-25T00:00:00,90.44,0.0,90.44,7,2009,0,,,418742,[None],0.0,1201,1657978,True,True
PAES DE LIRA,154417.0,585.0,2007.0,SP,PTC,53,13,Congressperson meal,0,,LAGO AZUL RESTAURANTE EPP I,5090093000106,23901,0,2010-04-08T00:00:00,268.0,0.0,268.0,4,2010,0,,,467833,[None],0.0,2005,1824246,True,True
FRANCISCO FLORIANO,160677.0,297.0,2015.0,RJ,DEM,55,13,Congressperson meal,0,,VL PIZZARIA,18960157000124,129155,0,2016-11-29T00:00:00,16.3,0.5,15.8,11,2016,0,,,1340867,[None],0.0,2267,6156662,True,True
ANDRÉ FIGUEIREDO,133439.0,89.0,2019.0,CE,PDT,54,13,Congressperson meal,0,,DON´DURICA CAFE E RESTAURANTE LTDA EPP,3070459000150,19984,0,2013-04-23T00:00:00,82.94,0.0,82.94,4,2013,0,,,1024347,[None],0.0,1748,5090662,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,54,13,Congressperson meal,0,,PADARIA E CONFEITARIA JD. SAO CAETANO LTDA.ME,44395069000137,455716,0,2013-09-17T00:00:00,21.8,0.0,21.8,9,2013,0,,,1059416,[None],0.0,1947,5225546,True,True
PAULO FERREIRA,109372.0,591.0,2011.0,RS,PT,54,13,Congressperson meal,0,,PARADOURO GRILL AMELIA DUARTE GRILL,91633974000168,289446,0,2013-05-16T00:00:00,17.25,0.0,17.25,5,2013,0,,,1034671,[None],0.0,2479,5128208,True,True
JORGE SOLLA,178857.0,204.0,2019.0,BA,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM  COMERCIAL - SENAC,33469172000672,202981,0,2015-08-19T00:00:00,11.9,0.0,11.9,8,2015,0,,,1219066,[None],0.0,2938,5767729,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,54,13,Congressperson meal,0,,FRATELLI RESTAURANTE LTDA,11045833000195,042691,0,2014-06-07T00:00:00,20.5,0.0,20.5,6,2014,0,,,1121548,[None],0.0,2243,5442076,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,56,13,Congressperson meal,0,,FORNICELLOS RESTAURANTE E PIZZARIA LTDA,27565213000117,000011564,0,2019-02-10T00:00:00,32.5,0.0,32.5,2,2019,0,,,1568935,[None],0.0,2243,6766593,True,True
CESAR COLNAGO,160664.0,276.0,2011.0,ES,PSDB,54,13,Congressperson meal,0,,RESTAURANTE PASSOS LTDA,7492631000114,005295,0,2014-03-29T00:00:00,32.88,2.0,30.88,3,2014,0,,,1108253,[None],0.0,2337,5395297,True,True
OSMAR SERRAGLIO,73463.0,463.0,2015.0,PR,PP,53,13,Congressperson meal,0,,SENAC GASTRONOMIA,33469172001644,021500,0,2010-11-24T00:00:00,32.0,0.0,32.0,11,2010,0,,,506499,[None],0.0,1439,1966780,True,True
LEONARDO QUINTÃO,141482.0,255.0,2015.0,MG,MDB,55,13,Congressperson meal,0,,SENAC - RESTAURANTE AN. IV 10º ANDAR,33469172001644,051640,0,2016-05-03T00:00:00,64.29,0.0,64.29,5,2016,0,,,1290604,[None],0.0,1873,5996927,True,True
CABO SABINO,178865.0,94.0,2015.0,CE,AVANTE,55,13,Congressperson meal,0,,Esperança do Sul Bar e Restaurante Ltda.,18458516000140,3018,0,2016-01-25T00:00:00,93.5,0.0,93.5,1,2016,0,,,1268281,[None],0.0,3082,5918482,True,True
EDINHO BEZ,73793.0,532.0,2015.0,SC,MDB,54,13,Congressperson meal,0,,HOTEL MAP HOSPEDAGEM E EVENTOS,2940973000136,22879,0,2014-06-13T00:00:00,77.5,0.0,77.5,6,2014,0,,,1125553,[None],0.0,1005,5457339,True,True
MARGARIDA SALOMÃO,171619.0,237.0,2019.0,MG,PT,55,13,Congressperson meal,0,,BRASIL 21 EVENTOS E HOTELARIA LTDA,8796076000500,070350,0,2017-04-25T00:00:00,89.1,0.0,89.1,4,2017,0,,,1388877,[None],0.0,2815,6292770,True,True
JOÃO ANANIAS,160574.0,106.0,2011.0,CE,PCdoB,54,13,Congressperson meal,0,,CHURRASCARIAS E PIZZARIA PICANAHA DO JONAS,128313000120,120998,0,2013-04-06T00:00:00,99.28,0.0,99.28,4,2013,0,,,1023063,[None],0.0,2381,5085834,True,True
EDINHO ARAÚJO,73447.0,344.0,2015.0,SP,MDB,54,13,Congressperson meal,0,,LM CONGONHAS COM. DE PRODUTOS ALIMENTÍCIOS,11121182000175,361534,0,2012-04-26T00:00:00,7.6,0.0,7.6,4,2012,0,,,608769,[None],0.0,1006,2305893,True,True
RITA CAMATA,74777.0,279.0,2007.0,ES,PSDB,53,13,Congressperson meal,0,,GM SUSHI RESTAURANTE LTDA ME,1477171000179,070347,0,2010-10-14T00:00:00,18.32,0.0,18.32,10,2010,0,,,498954,[None],0.0,175,1940919,True,True
CESAR SOUZA,73720.0,479.0,2015.0,SC,PSD,55,13,Congressperson meal,0,,BARNI&SANTOS,5368958000153,016220,0,2017-06-26T00:00:00,117.7,0.0,117.7,6,2017,0,,,1399423,[None],0.0,836,6323282,True,True
MARCON,160535.0,507.0,2019.0,RS,PT,55,13,Congressperson meal,0,,ALCEU LUIZ MASETTI,97275549000120,301,4,2018-12-01T00:00:00,20.0,0.0,20.0,12,2018,0,,,1544414,[None],0.0,2241,6712763,True,True
JOSÉ MENTOR,74275.0,367.0,2015.0,SP,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,11660,0,2017-08-24T00:00:00,26.15,0.0,26.15,8,2017,0,,,1422434,[None],0.0,1567,6388065,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,55,13,Congressperson meal,0,,JLM RESTAURANTE LTDA - EPP,5202077000400,177295,0,2017-11-23T00:00:00,24.0,0.0,24.0,11,2017,0,,,1445598,[None],0.0,1010,6449355,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,SENAC LANCHONETE DO PLENÁRIO,33469172000672,203656,0,2015-08-25T00:00:00,16.0,0.0,16.0,8,2015,0,,,1220754,[None],0.0,2935,5773678,True,True
PAULO FREIRE COSTA,160558.0,380.0,2019.0,SP,PR,54,13,Congressperson meal,0,,PBJM COMÉRCIO DE GÊNEROS ALIMENTÍCIOS LTDA,9054158000119,24205,0,2012-07-03T00:00:00,51.5,0.0,51.5,7,2012,0,,,624295,[None],0.0,2301,2356000,True,True
LAUDIVIO CARVALHO,178894.0,234.0,2015.0,MG,PODE,55,13,Congressperson meal,0,,DE JOUR RESTAURANTE LTDA EPP,21191396000171,047435,0,2016-06-06T00:00:00,23.39,0.0,23.39,6,2016,0,,,1299736,[None],0.0,2967,6025407,True,True
SEVERINO NINHO,167614.0,573.0,2015.0,PE,PSB,54,13,Congressperson meal,0,,ALEXANDRE NATRIELLI RESTAURANTE ME,8676377000177,076274,0,2012-12-16T00:00:00,40.3,0.0,40.3,12,2012,0,,,655765,[None],0.0,2468,2452937,True,True
RICARDO ARRUDA,172945.0,635.0,2011.0,PR,PSC,54,13,Congressperson meal,0,,TES COMERCIO DE ALIMENTOS,5989679000450,319098,0,2013-05-27T00:00:00,28.0,0.0,28.0,5,2013,0,,,1035900,[None],0.0,2846,5135192,True,True
ROBERTO BALESTRA,73674.0,427.0,2015.0,GO,PP,54,13,Congressperson meal,0,,MINITA BUFFET,1019348000193,36427,0,2011-07-06T00:00:00,74.0,0.0,74.0,7,2011,0,,,551620,[None],0.0,356,2116196,True,True
MILTON MONTI,74787.0,374.0,2015.0,SP,PR,55,13,Congressperson meal,0,,BRASIL 21 EVENTOS E HOTELARIA LTDA,8796076000500,027651,0,2016-04-28T00:00:00,38.5,0.0,38.5,4,2016,0,,,1297328,[None],0.0,1405,6017755,True,True
JEFFERSON CAMPOS,74273.0,349.0,2019.0,SP,PSB,53,13,Congressperson meal,0,,PIZZARIA CALIFORNIA,56301864000106,25025,0,2010-01-09T00:00:00,140.0,0.0,140.0,1,2010,0,,,453540,[None],0.0,1669,1776025,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,12693,4,2018-05-08T00:00:00,59.4,0.0,59.4,5,2018,0,,,1493487,[None],0.0,1947,6576369,True,True
ANDRÉ ZACHAROW,74377.0,441.0,2011.0,PR,PMDB,53,13,Congressperson meal,0,,RESTAURANTE CHANGAI,73386740000181,24217,0,2009-10-09T00:00:00,94.05,0.0,94.05,10,2009,0,,,434642,[None],0.0,1536,1712001,True,True
LUIZ LAURO FILHO,178982.0,365.0,2015.0,SP,PSB,55,13,Congressperson meal,0,,PAR CHURRASCARIA LTDA,53929154000129,021552,0,2015-07-17T00:00:00,162.19,0.0,162.19,7,2015,0,,,1215902,[None],0.0,3052,5757515,True,True
DR. UBIALI,141498.0,541.0,2011.0,SP,PSB,54,13,Congressperson meal,0,,RODOSNACK LANCHONETE E RESTAURANTE,9456714000183,477651,0,2014-06-23T00:00:00,34.89,0.0,34.89,6,2014,0,,,1131457,[None],0.0,1815,5479531,True,True
TONINHO PINHEIRO,160611.0,264.0,2015.0,MG,PP,55,13,Congressperson meal,0,,SENAC - LANCHONETE PLENARIO,33469172000672,192204,0,2016-03-09T00:00:00,35.5,0.0,35.5,3,2016,0,,,1272632,[None],0.0,2285,5940559,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,55,13,Congressperson meal,0,,MOMA EIRELI EPP,16600930000116,000012165,0,2017-02-14T00:00:00,18.0,0.0,18.0,2,2017,0,,,1362395,[None],0.0,2243,6221738,True,True
JOÃO PAULO LIMA,160549.0,149.0,2011.0,PE,PT,54,13,Congressperson meal,0,,PAPAYA VERDE - AVATARAN RESTAURANTE LTDA.,8860768000147,010508,0,2013-09-09T00:00:00,11.28,0.0,11.28,9,2013,0,,,1057164,[None],0.0,2392,5215987,True,True
