congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id
JOSE STÉDILE,160607.0,506.0,2015.0,RS,PSB,55,122,"Taxi, toll and parking",0,,CONCESSIONARIA DA RODOVIA OSORIO PORTO ALEGRE SA - CONCEPA,1654604000203,2953,1,2015-02-16T00:00:00,5.1,0.0,5.1,2,2015,0,,,1171998,[nan],0.0,2345,5619244
ALEXANDRE SILVEIRA,141374.0,225.0,2011.0,MG,PSD,53,10,Telecommunication,0,,RAMAL,6,3952151,0,2009-07-09T00:00:00,190.9,0.0,190.9,7,2009,0,,,0,['0'],,1775,0
SERGIO SOUZA,178933.0,467.0,2019.0,PR,MDB,55,14,"Lodging, except for congressperson from Distrito Federal",0,,HOTEL NACIONAL S/A,72629140000134,83374,0,2015-12-10T00:00:00,440.0,0.0,440.0,12,2015,0,,,1251389,[nan],0.0,3062,5874074
VALADARES FILHO,141384.0,183.0,2015.0,SE,PSB,53,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete:,0,2009-09-14T00:00:00,55.0,0.0,55.0,9,2009,0,VALADARES FILHO,BSB/AJU,0,['0'],,1945,0
CAIO NARCIO,178891.0,225.0,2015.0,MG,PSDB,55,122,"Taxi, toll and parking",0,,CONC. DE RODOVIAS MINAS GERAIS GOIAS S/A,19208022000170,409838,1,2019-01-03T00:00:00,5.5,0.0,5.5,1,2019,0,,,1552514,[nan],0.0,2990,6733498
LUIZ COUTO,74041.0,133.0,2015.0,PB,PT,55,10,Telecommunication,0,,RAMAL,6,6482268,0,,17.31,0.0,17.31,1,2018,0,,,0,['0'],,1590,0
IBSEN PINHEIRO,133853.0,492.0,2007.0,RS,PMDB,53,3,Fuels and lubricants,1,Veículos Automotores,GIULIANO KRENZENGER ORENGO.,7317044000199,001128,0,2009-09-16T00:00:00,141.44,0.0,141.44,9,2009,0,,,424956,[nan],0.0,427,1677253
DEVANIR RIBEIRO,74264.0,342.0,2011.0,SP,PT,54,10,Telecommunication,0,,TELEFÔNICA BRASIL S/A (VIVO),2558157000162,11000428595,1,2013-11-06T00:00:00,343.77,7.34,336.43,11,2013,0,,,1073269,[nan],0.0,1570,5275029
CELSO RUSSOMANNO,73441.0,347.0,2019.0,SP,PRB,55,10,Telecommunication,0,,TELEFONICA BRASIL S.A,2558157000162,000406443,0,2017-06-01T00:00:00,1001.97,0.0,1001.97,5,2017,0,,,1397051,[nan],0.0,993,6316404
NELSON PROENÇA,73907.0,507.0,2007.0,RS,PPS,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: H3T2TI,0,2009-11-04T00:00:00,800.62,0.0,800.62,11,2009,0,FERNANDES/NELSON,BSBG3POA,0,['0'],,856,0
ASSIS CARVALHO,159237.0,111.0,2019.0,PI,PT,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: OP9VHH,0,2018-04-23T00:00:00,1206.4,0.0,1206.4,4,2018,0,ASSIS CARVALHO,BSB/THE/BSB,0,['0'],,2338,1560661
ANTONIO CARLOS MENDES THAME,73584.0,519.0,2015.0,SP,PV,53,11,Postal services,0,,ECT,2605360000142,38757,1,2010-11-29T00:00:00,275.1,0.0,275.1,11,2010,0,,,507465,[nan],0.0,288,1969629
LEOPOLDO MEYER,160663.0,456.0,2015.0,PR,PSB,54,8,Security service provided by specialized company,0,,LIDERSUL SEGURANÇA PRIVADA LTDA,10917510000181,2347,0,2013-07-22T00:00:00,80.0,0.0,80.0,7,2013,0,,,1048466,[nan],0.0,2299,5182903
OTAVIO LEITE,141515.0,316.0,2015.0,RJ,PSDB,54,10,Telecommunication,0,,VIVO,2558157000162,001704380,0,2013-11-27T00:00:00,329.71,0.0,329.71,11,2013,0,,,1081082,[nan],0.0,1901,5301856
ANTÔNIA LÚCIA,123756.0,53.0,2011.0,AC,PSC,54,11,Postal services,0,,CORREIOS - TELEGRAMA COM CONFIRMAÇÃO,7,RSP : 1242687,1,2012-02-27T14:13:35,12.8,0.0,12.8,2,2012,0,,,0,['0'],,2258,0
ROGÉRIO PENINHA MENDONÇA,160651.0,483.0,2019.0,SC,MDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2447.0960883,0,2012-05-31T00:00:00,171.57,0.0,171.57,5,2012,0,ROGÉRIO PENINHA MENDONÇA,FLN/BSB,0,['0'],,2244,0
JOSÉ OTÁVIO GERMANO,74395.0,501.0,2015.0,RS,PP,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO DE SERVIÇOS ANCHIETA LTDA,851536000110,092702,0,2011-09-15T00:00:00,131.01,0.0,131.01,9,2011,0,,,574510,[nan],0.0,1568,2194516
VIEIRA DA CUNHA,141400.0,514.0,2011.0,RS,PDT,53,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952315,0,2010-10-01T00:00:00,854.83,0.0,854.83,10,2010,0,,,0,['0'],,1950,0
FRANCISCO ROSSI,139212.0,355.0,2007.0,SP,PMDB,53,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO VERDASCO,11479112000193,025136,0,2010-09-16T00:00:00,30.0,0.0,30.0,9,2010,0,,,494556,[nan],0.0,1965,1924336
HEITOR SCHUCH,178964.0,504.0,2019.0,RS,PSB,55,14,"Lodging, except for congressperson from Distrito Federal",0,,BMF HOTEL E TURISMO LTDA.,10532251000170,20183440,0,2018-08-15T00:00:00,109.0,0.0,109.0,8,2018,0,,,1524275,[nan],0.0,3056,6657372
ALESSANDRO MOLON,160511.0,287.0,2019.0,RJ,PSB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: KE2RYI,0,2017-03-13T00:00:00,798.69,0.0,798.69,3,2017,0,PATRICIA ROYO,BSB/SDU,0,['0'],,2240,1410655
MAURO MARIANI,141507.0,480.0,2015.0,SC,MDB,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO XANXERE LTDA,83228502000100,254325,0,2015-12-11T00:00:00,184.2,0.0,184.2,12,2015,0,,,1252787,[nan],0.0,1892,5878236
EDUARDO DA FONTE,141421.0,156.0,2019.0,PE,PP,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2121.043331,0,2015-11-30T00:00:00,75.0,0.0,75.0,11,2015,0,EDUARDO DA FONTE,REC/BSB,0,['0'],,1822,1250944
EDMAR ARRUDA,160578.0,446.0,2015.0,PR,PSD,54,13,Congressperson meal,0,,KILOCHIK,8071182000101,013801,0,2012-07-27T00:00:00,72.0,0.0,72.0,7,2012,0,,,628801,[nan],0.0,2270,2369909
VALADARES FILHO,141384.0,183.0,2015.0,SE,PSB,54,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 127673720,0,2013-09-13T00:00:00,318.3,0.0,318.3,9,2013,0,VALADARES FILHO,AJU/BSB,0,['0'],,1945,646831
VINICIUS CARVALHO,141555.0,397.0,2019.0,SP,PRB,55,122,"Taxi, toll and parking",0,,TRANSBRASILIANA - CONCESSIONARIA DE RODOVIA S.A.,9074183000245,1,1,2018-10-09T00:00:00,5.2,0.0,5.2,10,2018,0,,,1534798,[nan],0.0,1951,6687626
ROCHA,178840.0,59.0,2015.0,AC,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,JT COMERCIO DE DERIVADOS DE PETROLEO LTDA,37128477000167,59654,0,2017-11-15T00:00:00,159.55,0.0,159.55,11,2017,0,,,1447168,[nan],0.0,3048,6454174
DÉCIO LIMA,141413.0,475.0,2015.0,SC,PT,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2121.760188,0,2015-12-03T00:00:00,639.73,0.0,639.73,12,2015,0,DÉCIO LIMA,BSB/NVT,0,['0'],,1810,1251987
CARLOS ROBERTO,165583.0,569.0,2011.0,SP,PSDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2707.659351,0,2013-07-02T00:00:00,80.0,0.0,80.0,7,2013,0,CARLOS ROBERTO,BSB/BSB,0,['0'],,2435,699194
ALEX CANZIANI,73458.0,445.0,2015.0,PR,PTB,54,4,"Consultancy, research and technical work",0,,GELT MSPN SERVIÇOS E INFORMÁTICA LTDA,10580715000114,000000000322,0,2014-03-17T00:00:00,2000.0,0.0,2000.0,3,2014,0,,,1102162,[nan],0.0,1435,5373973
EVANDRO GUSSI,178828.0,354.0,2015.0,SP,PV,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2170.418965,0,2018-06-18T00:00:00,273.0,0.0,273.0,6,2018,0,GENILSON SR FRAZAO,CGH/BSB,0,['0'],,3033,1601097
CARLOS MARUN,178900.0,433.0,2015.0,MS,MDB,55,10,Telecommunication,0,,RAMAL,6,6467744,0,,18.44,0.0,18.44,12,2017,0,,,0,['0'],,3014,0
ANTÔNIO ROBERTO,141390.0,229.0,2011.0,MG,PV,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO MANGABEIRAS LTDA,42969048000152,3221,0,2009-08-20T00:00:00,50.0,0.0,50.0,8,2009,0,,,421644,[nan],0.0,1784,1667514
GERALDO PUDIM,141442.0,305.0,2007.0,RJ,PR,53,10,Telecommunication,0,,IMÓVEL FUNCIONAL,3,3952294,0,2010-07-20T00:00:00,49.23,0.0,49.23,7,2010,0,,,0,['0'],,1842,0
STEFANO AGUIAR,92776.0,267.0,2019.0,MG,PSD,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: R6EU8V,0,2015-10-08T00:00:00,510.35,0.0,510.35,10,2015,0,STEFANO AGUIAR,CNF/BSB,0,['0'],,2430,1109744
JOÃO DERLY,178965.0,514.0,2015.0,RS,REDE,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2151.777331,0,2017-07-31T00:00:00,599.0,0.0,599.0,7,2017,0,JOÃO DERLY,POA/BSB,0,['0'],,2937,1469179
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO SÃO RAFAEL,4534989000174,221400,0,2012-12-03T00:00:00,125.0,0.0,125.0,12,2012,0,,,653605,[nan],0.0,1689,2446990
JOSÉ CARLOS ARAÚJO,74140.0,197.0,2015.0,BA,PR,55,10,Telecommunication,0,,VIVO SA,2558157000162,2072544356,0,2015-03-12T00:00:00,1576.82,0.0,1576.82,3,2015,0,,,1177140,[nan],0.0,1564,5635868
WILSON FILHO,160636.0,139.0,2015.0,PB,PTB,54,3,Fuels and lubricants,1,Veículos Automotores,QUADRAMARES COMÉRCIO DE COMBUSTÍVEIS LTDA,2728991000159,245034,0,2012-09-14T00:00:00,134.0,0.0,134.0,9,2012,0,,,641366,[nan],0.0,2366,2410318
LUIZ COUTO,74041.0,133.0,2015.0,PB,PT,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Comp-2439124520,0,2018-06-25T00:00:00,-625.58,0.0,-625.58,6,2018,0,SANTOS/PAULO,BSB/JPA,0,['0'],,1590,1591034
VITOR PENIDO,141557.0,532.0,2011.0,MG,DEM,53,11,Postal services,0,,CORREIOS - CARTA SIMPLES,7,RSP : 1159088,1,2010-07-09T14:10:42,7.35,0.0,7.35,7,2010,0,,,0,['0'],,1953,0
ANTONIO CARLOS MENDES THAME,73584.0,519.0,2015.0,SP,PV,53,3,Fuels and lubricants,1,Veículos Automotores,DITRIBUIDORA BRASÍLIA DE VEÍCULOS,1388000226,067476,0,2009-05-07T00:00:00,131.38,0.0,131.38,5,2009,0,,,395386,[nan],0.0,288,1583818
DIMAS RAMALHO,74265.0,346.0,2011.0,SP,PPS,53,1,Maintenance of office supporting parliamentary activity,0,,TELECOMUNICAÇÕES DE SÃO PAULO S.A.-TELESP,2558157000162,02240213200,0,2009-05-03T00:00:00,85.38,1.88,83.5,5,2009,0,,,398396,[nan],0.0,1573,1592191
LUIS CARLOS HEINZE,73483.0,500.0,2015.0,RS,PP,55,3,Fuels and lubricants,1,Veículos Automotores,CPS COMBUSTIVEIS LTDA,5369142000225,114319,0,2016-06-23T00:00:00,170.0,0.0,170.0,6,2016,0,,,1301738,[nan],0.0,1455,6032464
LUIZ DE DEUS,171618.0,609.0,2011.0,BA,DEM,54,10,Telecommunication,0,,RAMAL,6,5338688,0,,118.36,0.0,118.36,2,2014,0,,,0,['0'],,2814,0
JORGE TADEU MUDALEN,73535.0,363.0,2015.0,SP,DEM,54,15,Automotive vehicle renting or watercraft charter,0,,AUTO PISTA FERNÃO DIAS,9326342000170,005569,1,2012-11-30T00:00:00,1.4,0.0,1.4,11,2012,0,,,1001790,[nan],0.0,763,5008609
ALINE CORRÊA,141375.0,330.0,2011.0,SP,PP**,54,3,Fuels and lubricants,1,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597003384,011723,0,2014-11-11T00:00:00,50.0,0.0,50.0,11,2014,0,,,1151662,[nan],0.0,1777,5552202
MARIA DO ROSÁRIO,74398.0,508.0,2019.0,RS,PT,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO DE COMBUSTIVEIS DICO LTDA,8768465000107,59733,4,2018-05-07T00:00:00,45.0,0.0,45.0,5,2018,0,,,1498931,[nan],0.0,1605,6589569
REGINALDO LOPES,74161.0,272.0,2019.0,MG,PT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127UCIMYZ,0,2012-08-28T00:00:00,110.47,0.0,110.47,8,2012,0,REGINALDO LOPES,CNF/ BSB,0,['0'],,1677,0
CARLAILE PEDROSA,160585.0,222.0,2011.0,MG,PSDB,54,13,Congressperson meal,0,,MINUTA RECEPCOES E SERVICOS DE BUFFET LTDA-ME,1019348000193,38194,0,2012-02-08T00:00:00,58.0,0.0,58.0,2,2012,0,,,591600,[nan],0.0,2297,2249989
ONYX LORENZONI,74399.0,510.0,2019.0,RS,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO DISBRAVE IMPERIAL LTDA,10750039000180,187170,4,2018-03-07T00:00:00,150.0,0.0,150.0,3,2018,0,,,1477319,[nan],0.0,1627,6534604
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,53,13,Congressperson meal,0,,BERBIGAO  RIO RESTAURANTE E BAR LTDA,5290888000168,10196,0,2011-01-11T00:00:00,160.0,0.0,160.0,1,2011,0,,,516808,[nan],0.0,1812,1999567
ANTONIO CARLOS MAGALHÃES NETO,74058.0,181.0,2011.0,BA,DEM,53,1,Maintenance of office supporting parliamentary activity,0,,COELBA GRUPO NEOENERGIA,15139629000194,1771332,0,2009-06-15T00:00:00,189.76,0.0,189.76,6,2009,0,,,408322,[nan],0.0,1540,1619547
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,54,13,Congressperson meal,0,,RR JF Bar Restaurante e Churrascaria Ltda,12565450000100,314312,0,2014-10-06T00:00:00,46.1,0.0,46.1,10,2014,0,,,1154793,[nan],0.0,184,5558669
WEVERTON ROCHA,167493.0,83.0,2015.0,MA,PDT,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2156.129752,0,2017-10-30T00:00:00,122.0,0.0,122.0,10,2017,0,WEVERTON ROCHA,BSB/IMP,0,['0'],,2467,1504464
LEONARDO PICCIANI,74254.0,312.0,2015.0,RJ,MDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Comp-957-4551.345219,0,2013-10-15T00:00:00,-181.0,0.0,-181.0,10,2013,0,LEONARDO PICCIANI,BSB/BSB,0,['0'],,1583,769991
MARCO MAIA,133373.0,496.0,2015.0,RS,PT,54,15,Automotive vehicle renting or watercraft charter,0,,IRMAOS AITA E CIA,95602348000165,182238,0,2012-04-26T00:00:00,9.4,0.0,9.4,4,2012,0,,,613443,[nan],0.0,1742,2321259
CLARISSA GAROTINHO,178939.0,294.0,2019.0,RJ,PROS,55,3,Fuels and lubricants,1,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597003112,119068,4,2018-06-07T00:00:00,50.0,0.0,50.0,6,2018,0,,,1504618,[nan],0.0,3036,6603888
LAERCIO OLIVEIRA,151208.0,176.0,2019.0,SE,PP,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Comp-2429176879,0,2017-04-12T00:00:00,-797.74,0.0,-797.74,4,2017,0,LAERCIO OLIVEIRA,AJU/BSB,0,['0'],,1991,1457608
ERIVELTON SANTANA,99654.0,194.0,2015.0,BA,PATRI,55,3,Fuels and lubricants,1,Veículos Automotores,HP COMERCIO E DERIVADOS DE PETROLEO LTDA,2818012000234,100404,0,2017-04-20T00:00:00,50.0,0.0,50.0,4,2017,0,,,1385268,[nan],0.0,2387,6281447
ACÉLIO CASAGRANDE,143254.0,535.0,2007.0,SC,PMDB,53,10,Telecommunication,0,,IMÓVEL FUNCIONAL,3,3952222,0,2009-12-29T00:00:00,284.52,0.0,284.52,12,2009,0,,,0,['0'],,1975,0
WELITON PRADO,160518.0,270.0,2019.0,MG,PROS,56,10,Telecommunication,0,,RAMAL,6,5176766,0,,35.57,0.0,35.57,8,2013,0,,,0,['0'],,2233,0
ROGÉRIO PENINHA MENDONÇA,160651.0,483.0,2019.0,SC,MDB,54,11,Postal services,0,,ECT - EMP. BRAS. DE CORREIOS E TELEGRAFOS,34028316198973,021,1,2011-12-08T00:00:00,3.55,0.0,3.55,12,2011,0,,,583616,[nan],0.0,2244,2224160
JOSE EDUARDO CARDOZO,74274.0,366.0,2007.0,SP,PT,53,13,Congressperson meal,0,,ZILMA BORGES DE MORAES AGUIAR ME,11331134000101,006904,0,2010-02-23T00:00:00,10.6,0.0,10.6,2,2010,0,,,456145,[nan],0.0,1566,1785087
CARLOS EDUARDO CADOCA,74474.0,530.0,2015.0,PE,PDT,55,1,Maintenance of office supporting parliamentary activity,0,,LOK AR REFRIGERAÇÃO LTDA ME,778036000109,00000118,0,2015-07-13T00:00:00,530.0,0.0,530.0,7,2015,0,,,1216141,[nan],0.0,1325,5758188
WOLNEY QUEIROZ,74439.0,164.0,2019.0,PE,PDT,54,15,Automotive vehicle renting or watercraft charter,0,,MOBILLE RENT A CAR,11869422000114,0187,0,2012-09-03T00:00:00,6500.0,0.0,6500.0,8,2012,0,,,633512,[nan],0.0,1198,2385429
CAPITÃO ASSUMÇÃO,152606.0,576.0,2007.0,ES,PSB,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO UNIVERSAL BSF ES,7588249000109,056527,0,2009-09-14T00:00:00,80.0,0.0,80.0,9,2009,0,,,426179,[nan],0.0,1998,1683205
GERALDO THADEU,74151.0,236.0,2011.0,MG,PSD,54,5,Publicity of parliamentary activity,0,,EDITORA AGROSUL LTDA. - ME,1893925000171,003479,0,2013-03-31T00:00:00,100.0,0.0,100.0,3,2013,0,,,1033818,[nan],0.0,1650,5127351
ALEX CANZIANI,73458.0,445.0,2015.0,PR,PTB,54,10,Telecommunication,0,,GVT,3420926000124,206391,0,2012-05-19T00:00:00,131.58,2.94,128.64,5,2012,0,,,618441,[nan],0.0,1435,2337582
HUGO LEAL,141450.0,306.0,2019.0,RJ,PSD,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2174.211737,0,2018-08-01T00:00:00,918.9,0.0,918.9,8,2018,0,HUGO LEAL,BSB/SDU,0,['0'],,1848,1593854
JOVAIR ARANTES,73666.0,419.0,2015.0,GO,PTB,53,11,Postal services,0,,CORREIOS - CARTA SIMPLES,7,RSP : 1108562,1,2009-10-20T15:22:52,5.0,0.0,5.0,10,2009,0,,,0,['0'],,1096,0
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO VIANENSE,42223123000131,198198,0,2011-06-07T00:00:00,100.0,0.0,100.0,6,2011,0,,,547560,[nan],0.0,1812,2102945
RATINHO JUNIOR,141403.0,464.0,2011.0,PR,PSC,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 9572432649524,0,2011-08-15T00:00:00,707.23,0.0,707.23,8,2011,0,JOAO MRBIRAL JUNIOR,LDB/XCGH/BSB,0,['0'],,1917,0
MARA GABRILLI,160565.0,366.0,2015.0,SP,PSDB,55,122,"Taxi, toll and parking",0,,UniTaxiDF,12623662000105,s/n,1,2016-02-23T00:00:00,20.0,0.0,20.0,2,2016,0,,,1266120,[nan],0.0,2399,5920505
CHICO LOPES,141440.0,88.0,2015.0,CE,PCdoB,54,3,Fuels and lubricants,1,Veículos Automotores,CONVER COMBUSTÍVEIS AUTOMOTIVOS LTDA,38505000498,199359,0,2011-11-10T00:00:00,140.0,0.0,140.0,11,2011,0,,,576757,[nan],0.0,1800,2201752
ANTONIO IMBASSAHY,160530.0,191.0,2015.0,BA,PSDB,54,13,Congressperson meal,0,,MARIETTA CAFE,683748001531,201531,0,2011-09-12T00:00:00,24.2,0.0,24.2,9,2011,0,,,564467,[nan],0.0,2295,2160422
BENITO GAMA,74535.0,190.0,2015.0,BA,PTB,55,1,Maintenance of office supporting parliamentary activity,0,,PREFEITURA DO SALVADOR,13927801000149,02/2015,1,2015-03-05T00:00:00,291.3,13.74,277.56,2,2015,0,,,1177580,[nan],0.0,19,5637191
JÚLIO DELGADO,73586.0,250.0,2019.0,MG,PSB,54,3,Fuels and lubricants,1,Veículos Automotores,TLP COMÉRCIO DE COMBUSTÍVEIS LTDA,7583737000123,573076,0,2012-12-03T00:00:00,50.0,0.0,50.0,12,2012,0,,,653127,[nan],0.0,1480,2445731
MARCELO GUIMARÃES FILHO,74143.0,627.0,2011.0,BA,PMDB,53,1,Maintenance of office supporting parliamentary activity,0,,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,15139629000194,001228020,0,2010-06-12T00:00:00,347.31,0.0,347.31,6,2010,0,,,487359,[nan],0.0,1601,1896559
EVANDRO MILHOMEN,74345.0,11.0,2011.0,AP,PCdoB,54,8,Security service provided by specialized company,0,,INVIOLÁVEL MACAPÁ SEGURANÇA ELETRONICA,13538271000147,1070,0,2014-03-20T00:00:00,400.0,0.0,400.0,3,2014,0,,,1106185,[nan],0.0,1276,5387370
CARLOS ALBERTO LERÉIA,74290.0,415.0,2011.0,GO,PSDB,54,1,Maintenance of office supporting parliamentary activity,0,,SANEAGO,1616929000102,5274568641,0,2011-11-08T00:00:00,573.82,7.64,566.18,11,2011,0,,,579199,[nan],0.0,1551,2209906
AFONSO HAMM,136811.0,487.0,2019.0,RS,PP,54,15,Automotive vehicle renting or watercraft charter,0,,UNIVIAS,2414599000135,S/N,1,2011-11-25T00:00:00,12.0,0.0,12.0,11,2011,0,,,579463,[nan],0.0,1758,2210958
ANA PERUGINI,178973.0,332.0,2015.0,SP,PT,55,122,"Taxi, toll and parking",0,,Conc. Sistema Anhanguera-Bandeirantes S/A,2451848000162,SN,1,2015-10-05T00:00:00,7.9,0.0,7.9,10,2015,0,,,1237279,[nan],0.0,3085,5828831
SILVIO COSTA,4930.0,160.0,2015.0,PE,AVANTE,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2450.748275,0,2012-07-12T00:00:00,512.57,0.0,512.57,7,2012,0,SILVIO COSTA,BSB/REC,0,['0'],,1973,0
MANUELA D'ÁVILA,141492.0,494.0,2011.0,RS,PCdoB,54,3,Fuels and lubricants,1,Veículos Automotores,Posto Bolota,1949085000111,477498,0,2013-08-12T00:00:00,80.13,0.0,80.13,8,2013,0,,,1062925,[nan],0.0,1882,5238743
RAIMUNDO GOMES DE MATOS,74216.0,102.0,2015.0,CE,PSDB,55,10,Telecommunication,0,,TELEMAR NORTE LESTE S/A.,33000118000179,00000117689,0,2017-11-18T00:00:00,210.26,0.0,210.26,11,2017,0,,,1447744,[nan],0.0,1244,6455723
SORAYA SANTOS,178946.0,328.0,2019.0,RJ,PR,55,3,Fuels and lubricants,1,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597003112,19198,0,2015-11-09T00:00:00,150.0,0.0,150.0,11,2015,0,,,1245814,[nan],0.0,2922,5856518
ASSIS DO COUTO,74378.0,443.0,2015.0,PR,PDT,55,10,Telecommunication,0,,TELEFÔNICA BRASIL S/A - VIVO,2558157000162,000301108,0,2016-12-12T00:00:00,210.57,0.0,210.57,12,2016,0,,,1350531,[nan],0.0,1542,6185520
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: V52FXV,0,2009-08-03T00:00:00,408.62,0.0,408.62,8,2009,0,SESSIM/SIMAO,BSBG3GIG,0,['0'],,184,0
DR. GRILO,160514.0,235.0,2011.0,MG,SD,54,13,Congressperson meal,0,,C.B. BRASILIA COMERCIO DA ALIMENTOS LTDA,11903789000107,13768,0,2011-08-03T00:00:00,86.55,0.0,86.55,8,2011,0,,,555552,[nan],0.0,2234,2130036
JANETE CAPIBERIBE,73926.0,10.0,2015.0,AP,PSB,54,15,Automotive vehicle renting or watercraft charter,0,,COOPERTAXI 202 NORTE,8046163000117,SN,1,2012-03-09T00:00:00,20.0,0.0,20.0,3,2012,0,,,600364,[nan],0.0,1668,2277969
SOLANGE ALMEIDA,141547.0,563.0,2011.0,RJ,PMDB,53,15,Automotive vehicle renting or watercraft charter,0,,ROLIMA SERVIÇOS LTDA - ME,29569811000190,00024,0,2010-03-26T00:00:00,3950.0,0.0,3950.0,3,2010,0,,,464073,[nan],0.0,1938,1818307
SHÉRIDAN,178961.0,8.0,2019.0,RR,PSDB,55,14,"Lodging, except for congressperson from Distrito Federal",0,,RESTAURANTE DO FEIJÃO,52141868000105,2785,0,2018-06-18T00:00:00,750.0,0.0,750.0,6,2018,0,,,1507574,[nan],0.0,2969,6610007
BONIFÁCIO DE ANDRADA,74650.0,222.0,2015.0,MG,DEM,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952459,0,2012-02-01T00:00:00,134.66,0.0,134.66,2,2012,0,,,0,['0'],,191,0
IVAN VALENTE,73531.0,359.0,2019.0,SP,PSOL,54,10,Telecommunication,0,,EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S/A,33530486000129,000319272,0,2014-09-24T00:00:00,29.9,0.0,29.9,9,2014,0,,,1143856,[nan],0.0,1049,5525105
BONIFÁCIO DE ANDRADA,74650.0,222.0,2015.0,MG,DEM,55,10,Telecommunication,0,,TELEFONICA S.A.,2558157000162,0230182424,0,2015-03-01T00:00:00,697.86,23.25,674.61,2,2015,0,,,1177800,[nan],0.0,191,5637894
ROSINHA DA ADEFAL,146949.0,586.0,2015.0,AL,AVANTE,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,231558,0,2016-11-23T00:00:00,31.5,0.0,31.5,11,2016,0,,,1343216,[nan],0.0,2224,6163235
JÚNIOR COIMBRA,160648.0,66.0,2011.0,TO,PMDB,54,11,Postal services,0,,CORREIOS - CARTA COMERCIAL,7,RSP : 2066599,1,2014-03-12T15:59:48,116.4,0.0,116.4,3,2014,0,,,0,['0'],,2318,0
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO AEROPORTO LTDA,8202116000115,018774,0,2012-05-29T00:00:00,50.0,0.0,50.0,5,2012,0,,,614537,[nan],0.0,1689,2325361
